date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,date_num
2015-01-04,1,sewing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56,0.850436438,4
2015-01-04,1,sewing,Sunday,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56,0.850345133,4
2015-01-04,1,sewing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,55,0.800598058,4
2015-01-04,1,sewing,Sunday,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59,0.800318644,4
2015-01-04,1,sewing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,55,0.800237838,4
2015-01-04,1,sewing,Sunday,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31,0.800030199,4
2015-01-04,1,finishing,Sunday,2,0.8,3.94,0.0,960,0,0.0,0,0,8,0.792104167,4
2015-01-04,1,finishing,Sunday,10,0.7,3.94,0.0,4320,0,0.0,0,0,18,0.759228395,4
2015-01-04,1,sewing,Sunday,11,0.75,19.31,513.0,6480,45,0.0,0,0,54,0.750348457,4
2015-01-04,1,sewing,Sunday,3,0.75,19.87,734.0,6600,45,0.0,0,0,55,0.75024303,4
2015-01-04,1,sewing,Sunday,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57,0.699965217,4
2015-01-04,1,finishing,Sunday,8,0.8,2.9,0.0,960,0,0.0,0,0,8,0.682708333,4
2015-01-04,1,finishing,Sunday,7,0.8,2.9,0.0,960,0,0.0,0,0,8,0.667604167,4
2015-01-04,1,sewing,Sunday,5,0.7,45.67,884.0,6960,26,0.0,0,0,58,0.603432184,4
2015-01-04,1,finishing,Sunday,11,0.75,4.15,0.0,960,0,0.0,0,0,8,0.345833333,4
2015-01-05,1,finishing,Monday,1,0.8,3.94,0.0,1920,0,0.0,0,0,8,0.961059028,5
2015-01-05,1,finishing,Monday,11,0.8,3.94,0.0,2400,0,0.0,0,0,10,0.939513889,5
2015-01-05,1,finishing,Monday,4,0.8,3.94,0.0,3840,0,0.0,0,0,16,0.893663194,5
2015-01-05,1,finishing,Monday,3,0.75,4.15,0.0,1920,0,0.0,0,0,8,0.875390625,5
2015-01-05,1,sewing,Monday,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59,0.850569492,5
2015-01-05,1,finishing,Monday,9,0.8,2.9,0.0,1920,0,0.0,0,0,8,0.820833333,5
2015-01-05,1,finishing,Monday,2,0.8,3.94,0.0,960,0,0.0,0,0,8,0.804416667,5
2015-01-05,1,sewing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56,0.800684366,5
2015-01-05,1,sewing,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56,0.800684366,5
2015-01-05,1,sewing,Monday,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59,0.800318644,5
2015-01-05,1,sewing,Monday,11,0.8,19.31,678.0,4800,50,0.0,0,0,55,0.800250962,5
2015-01-05,1,sewing,Monday,6,0.8,11.61,712.0,7200,50,0.0,0,0,32,0.800246011,5
2015-01-05,1,sewing,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32,0.800246011,5
2015-01-05,1,sewing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57,0.800076522,5
2015-01-05,1,sewing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57,0.800076522,5
2015-01-05,1,finishing,Monday,10,0.75,2.9,0.0,960,0,0.0,0,0,8,0.763375,5
2015-01-05,1,finishing,Monday,5,0.6,2.9,0.0,960,0,0.0,0,0,8,0.759270833,5
2015-01-05,1,sewing,Monday,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58,0.7504,5
2015-01-05,1,sewing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55,0.75024303,5
2015-01-05,1,finishing,Monday,7,0.8,3.94,0.0,960,0,0.0,0,0,8,0.676666667,5
2015-01-05,1,finishing,Monday,8,0.8,2.9,0.0,960,0,0.0,0,0,8,0.664583333,5
2015-01-05,1,sewing,Monday,5,0.6,21.98,666.0,6960,23,0.0,0,0,58,0.600028736,5
2015-01-06,1,finishing,Tuesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18,0.966781346,6
2015-01-06,1,finishing,Tuesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.936496212,6
2015-01-06,1,finishing,Tuesday,3,0.75,4.15,0.0,1800,0,0.0,0,0,10,0.899166667,6
2015-01-06,1,finishing,Tuesday,11,0.8,4.15,0.0,2700,0,0.0,0,0,15,0.888686869,6
2015-01-06,1,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,6
2015-01-06,1,sewing,Tuesday,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59,0.850502311,6
2015-01-06,1,sewing,Tuesday,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59,0.850502311,6
2015-01-06,1,finishing,Tuesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8,0.809640152,6
2015-01-06,1,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.805909091,6
2015-01-06,1,sewing,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,57,0.800594466,6
2015-01-06,1,sewing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57,0.800594466,6
2015-01-06,1,sewing,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55,0.800273829,6
2015-01-06,1,sewing,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31,0.800140969,6
2015-01-06,1,sewing,Tuesday,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56,0.800128721,6
2015-01-06,1,sewing,Tuesday,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56,0.800128721,6
2015-01-06,1,sewing,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31,0.80007657,6
2015-01-06,1,sewing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58,0.750545455,6
2015-01-06,1,sewing,Tuesday,11,0.75,19.31,590.0,9900,45,0.0,0,0,55,0.750057851,6
2015-01-06,1,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.681060606,6
2015-01-06,1,sewing,Tuesday,5,0.65,21.98,808.0,10440,35,0.0,0,0,58,0.649983281,6
2015-01-06,1,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.61625,6
2015-01-07,1,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.951420455,7
2015-01-07,1,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.880530303,7
2015-01-07,1,sewing,Wednesday,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59,0.850502311,7
2015-01-07,1,sewing,Wednesday,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59,0.850502311,7
2015-01-07,1,sewing,Wednesday,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56,0.850136766,7
2015-01-07,1,finishing,Wednesday,3,0.75,4.15,0.0,2700,0,0.0,0,0,15,0.83,7
2015-01-07,1,finishing,Wednesday,4,0.8,3.94,0.0,4440,0,0.0,0,0,18,0.827186544,7
2015-01-07,1,finishing,Wednesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.813371212,7
2015-01-07,1,finishing,Wednesday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8,0.805909091,7
2015-01-07,1,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.804640152,7
2015-01-07,1,sewing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,57,0.800594466,7
2015-01-07,1,sewing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,57,0.800594466,7
2015-01-07,1,sewing,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30,0.800343766,7
2015-01-07,1,sewing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55,0.800273829,7
2015-01-07,1,sewing,Wednesday,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31,0.800246753,7
2015-01-07,1,sewing,Wednesday,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56,0.800128721,7
2015-01-07,1,sewing,Wednesday,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58,0.8,7
2015-01-07,1,sewing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58,0.700480831,7
2015-01-07,1,finishing,Wednesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.681060606,7
2015-01-07,1,finishing,Wednesday,6,0.8,2.9,0.0,1800,0,0.0,0,0,10,0.666515152,7
2015-01-07,1,sewing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55,0.412119835,7
2015-01-07,1,finishing,Wednesday,5,0.7,4.15,0.0,1440,0,0.0,0,0,8,0.330113636,7
2015-01-08,2,finishing,Thursday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.947689394,8
2015-01-08,2,finishing,Thursday,4,0.8,3.94,0.0,12600,0,0.0,0,0,20,0.919905405,8
2015-01-08,2,sewing,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59,0.900215716,8
2015-01-08,2,finishing,Thursday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.891723485,8
2015-01-08,2,sewing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59,0.850502311,8
2015-01-08,2,sewing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58,0.850181818,8
2015-01-08,2,sewing,Thursday,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56,0.850136766,8
2015-01-08,2,sewing,Thursday,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56,0.850136766,8
2015-01-08,2,finishing,Thursday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.835757576,8
2015-01-08,2,finishing,Thursday,5,0.7,4.15,0.0,3840,0,0.0,0,0,8,0.821354167,8
2015-01-08,2,sewing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58,0.800497246,8
2015-01-08,2,sewing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55,0.800273829,8
2015-01-08,2,sewing,Thursday,12,0.8,11.61,548.0,15120,63,0.0,0,0,31,0.800107143,8
2015-01-08,2,sewing,Thursday,6,0.8,11.41,411.0,14640,50,0.0,0,0,30,0.800024932,8
2015-01-08,2,sewing,Thursday,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58,0.8,8
2015-01-08,2,finishing,Thursday,10,0.75,3.94,0.0,1440,0,0.0,0,0,8,0.779791667,8
2015-01-08,2,finishing,Thursday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.735984848,8
2015-01-08,2,finishing,Thursday,3,0.75,4.15,0.0,2160,0,0.0,0,0,12,0.712626263,8
2015-01-08,2,finishing,Thursday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.681060606,8
2015-01-08,2,finishing,Thursday,11,0.8,4.15,0.0,900,0,0.0,0,0,5,0.515606061,8
2015-01-08,2,sewing,Thursday,11,0.35,12.52,287.0,25920,38,0.0,0,0,54,0.349951389,8
2015-01-08,2,sewing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57,0.233705476,8
2015-01-10,2,finishing,Saturday,1,0.8,3.94,0.0,2160,0,0.0,0,0,8,0.985,10
2015-01-10,2,finishing,Saturday,3,0.75,4.15,0.0,2760,0,0.0,0,0,12,0.930340376,10
2015-01-10,2,finishing,Saturday,4,0.8,3.94,0.0,6000,0,0.0,0,0,20,0.911589744,10
2015-01-10,2,finishing,Saturday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,10
2015-01-10,2,sewing,Saturday,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59,0.851174114,10
2015-01-10,2,sewing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56,0.850136766,10
2015-01-10,2,sewing,Saturday,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56,0.850136766,10
2015-01-10,2,finishing,Saturday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.846950758,10
2015-01-10,2,finishing,Saturday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8,0.817424242,10
2015-01-10,2,finishing,Saturday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.817102273,10
2015-01-10,2,sewing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58,0.801028213,10
2015-01-10,2,sewing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57,0.800594466,10
2015-01-10,2,sewing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31,0.800346445,10
2015-01-10,2,sewing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30,0.800343766,10
2015-01-10,2,sewing,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59,0.800117103,10
2015-01-10,2,sewing,Saturday,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58,0.8,10
2015-01-10,2,sewing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56,0.750098351,10
2015-01-10,2,sewing,Saturday,11,0.5,12.52,749.0,9540,38,0.0,0,0,53,0.673245283,10
2015-01-10,2,finishing,Saturday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.670075758,10
2015-01-10,2,finishing,Saturday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.628882576,10
2015-01-10,2,sewing,Saturday,5,0.5,20.79,966.0,7680,0,0.0,0,0,56,0.388007813,10
2015-01-10,2,finishing,Saturday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8,0.337973485,10
2015-01-11,2,finishing,Sunday,3,0.75,4.15,0.0,1440,0,0.0,0,0,8,0.93532197,11
2015-01-11,2,finishing,Sunday,4,0.8,3.94,0.0,3600,0,0.0,0,0,20,0.925643939,11
2015-01-11,2,sewing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59,0.900215716,11
2015-01-11,2,finishing,Sunday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.873068182,11
2015-01-11,2,finishing,Sunday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,11
2015-01-11,2,sewing,Sunday,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59,0.850502311,11
2015-01-11,2,sewing,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56,0.850136766,11
2015-01-11,2,sewing,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56,0.850136766,11
2015-01-11,2,finishing,Sunday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.828295455,11
2015-01-11,2,finishing,Sunday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.820833333,11
2015-01-11,2,sewing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30,0.800343766,11
2015-01-11,2,sewing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31,0.800246753,11
2015-01-11,2,sewing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58,0.8,11
2015-01-11,2,sewing,Sunday,10,0.8,28.08,762.0,10530,38,0.0,0,0,58,0.8,11
2015-01-11,2,sewing,Sunday,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55,0.690182815,11
2015-01-11,2,finishing,Sunday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8,0.668087121,11
2015-01-11,2,finishing,Sunday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.653598485,11
2015-01-11,2,finishing,Sunday,5,0.5,4.15,0.0,1440,0,0.0,0,0,8,0.609138258,11
2015-01-11,2,sewing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53,0.600229846,11
2015-01-11,2,finishing,Sunday,6,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.597348485,11
2015-01-11,2,finishing,Sunday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.590435606,11
2015-01-11,2,sewing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58,0.473134796,11
2015-01-11,2,sewing,Sunday,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57,0.452979626,11
2015-01-12,2,finishing,Monday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.955151515,12
2015-01-12,2,finishing,Monday,4,0.35,4.3,0.0,3240,0,0.0,0,0,18,0.942213805,12
2015-01-12,2,finishing,Monday,3,0.8,4.15,0.0,1800,0,0.0,0,0,10,0.905454545,12
2015-01-12,2,finishing,Monday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.880530303,12
2015-01-12,2,finishing,Monday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,12
2015-01-12,2,sewing,Monday,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59,0.850522167,12
2015-01-12,2,sewing,Monday,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59,0.850502311,12
2015-01-12,2,sewing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56,0.850136766,12
2015-01-12,2,sewing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56,0.850136766,12
2015-01-12,2,finishing,Monday,6,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.817424242,12
2015-01-12,2,finishing,Monday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8,0.809564394,12
2015-01-12,2,sewing,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55,0.800273829,12
2015-01-12,2,sewing,Monday,6,0.8,11.41,843.0,5670,50,0.0,0,0,31,0.800181818,12
2015-01-12,2,sewing,Monday,12,0.8,11.61,760.0,4470,50,0.0,0,0,31,0.80007657,12
2015-01-12,2,sewing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58,0.8,12
2015-01-12,2,finishing,Monday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.725,12
2015-01-12,2,sewing,Monday,10,0.8,50.48,381.0,6930,45,0.0,0,0,58,0.688557555,12
2015-01-12,2,sewing,Monday,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59,0.650040783,12
2015-01-12,2,sewing,Monday,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53,0.64998056,12
2015-01-12,2,finishing,Monday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.648106061,12
2015-01-12,2,finishing,Monday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8,0.640577652,12
2015-01-12,2,sewing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51,0.35063299,12
2015-01-12,2,finishing,Monday,10,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.24625,12
2015-01-13,2,finishing,Tuesday,4,0.35,4.3,0.0,2160,0,0.0,0,0,12,0.952020202,13
2015-01-13,2,finishing,Tuesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,2,0.951420455,13
2015-01-13,2,finishing,Tuesday,10,0.8,3.94,0.0,5400,0,0.0,0,0,20,0.912766667,13
2015-01-13,2,finishing,Tuesday,3,0.8,4.15,0.0,1620,0,0.0,0,0,9,0.901262626,13
2015-01-13,2,finishing,Tuesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,13
2015-01-13,2,sewing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59,0.850502311,13
2015-01-13,2,sewing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59,0.850502311,13
2015-01-13,2,sewing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57,0.850252525,13
2015-01-13,2,sewing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56,0.850136766,13
2015-01-13,2,finishing,Tuesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,8,0.821354167,13
2015-01-13,2,finishing,Tuesday,2,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.805909091,13
2015-01-13,2,sewing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31,0.800246753,13
2015-01-13,2,sewing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31,0.800246753,13
2015-01-13,2,sewing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58,0.8,13
2015-01-13,2,sewing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55,0.705576584,13
2015-01-13,2,finishing,Tuesday,8,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.681060606,13
2015-01-13,2,finishing,Tuesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.670075758,13
2015-01-13,2,finishing,Tuesday,11,0.8,4.15,0.0,1440,0,0.0,0,0,8,0.601278409,13
2015-01-13,2,sewing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53,0.582301029,13
2015-01-13,2,sewing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58,0.526810345,13
2015-01-13,2,sewing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56,0.500380799,13
2015-01-13,2,sewing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56,0.35020649,13
2015-01-14,2,finishing,Wednesday,11,0.8,4.15,0.0,1980,0,0.0,0,0,7,0.934607438,14
2015-01-14,2,finishing,Wednesday,4,0.35,4.3,0.0,2700,0,0.0,0,0,8,0.908080808,14
2015-01-14,2,sewing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56,0.900144811,14
2015-01-14,2,finishing,Wednesday,1,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.891723485,14
2015-01-14,2,finishing,Wednesday,5,0.65,4.15,0.0,1440,0,0.0,0,0,15,0.864583333,14
2015-01-14,2,finishing,Wednesday,9,0.8,3.94,0.0,1440,0,0.0,0,0,8,0.858143939,14
2015-01-14,2,sewing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59,0.850502311,14
2015-01-14,2,sewing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56,0.850136766,14
2015-01-14,2,finishing,Wednesday,7,0.8,2.9,0.0,1440,0,0.0,0,0,8,0.837594697,14
2015-01-14,2,finishing,Wednesday,3,0.8,4.15,0.0,1440,0,0.0,0,0,7,0.820833333,14
2015-01-14,2,sewing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31,0.800313433,14
2015-01-14,2,sewing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31,0.800246753,14
2015-01-14,2,sewing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59,0.800117103,14
